UID,Session,Sample,SampleMass,ColdFingerPressure,AcidReactionYield,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
H549,2020-09c,ETH-4,3.53,174.3,0.997,-3.809,35.164,-6.510224,-14.807766,-21.632782,-30.150786,0.529172,-10.214470,19.776759,-0.464541,-0.777434,37.491062,0.458832
H550,2020-09c,DVH-2,3.56,178.2,1.011,-3.809,35.164,1.305350,-11.795602,-10.625692,-24.191354,1.089773,-1.974854,22.891336,-0.362134,-0.757028,23.283291,0.569801
H551,2020-09c,LGB-2,3.59,179.4,1.010,-3.809,35.164,3.630665,-0.326395,3.130076,-0.743137,1.486598,0.083038,34.787780,-0.292836,-0.090489,-1.734088,0.644573
H552,2020-09c,ETH-3,3.73,176.5,0.958,-3.809,35.164,5.231634,2.206592,7.268172,4.506534,2.129291,1.699918,37.415108,-0.308510,0.088125,-7.735435,0.627293
H553,2020-09c,ETH-1,3.61,179.4,1.005,-3.809,35.164,5.533536,1.831284,6.815740,3.544963,2.427718,2.036469,37.027767,-0.699107,-0.120480,-7.026903,0.201931
H554,2020-09c,ETH-2,3.57,177.0,1.002,-3.809,35.164,-6.461539,-14.722615,-21.718755,-30.315113,1.552998,-10.165627,19.879451,-0.687816,-1.119412,38.322118,0.215675
H555,2020-09c,ETH-4,3.58,177.8,1.004,-3.809,35.164,-6.514042,-14.830654,-21.680982,-30.303935,0.253211,-10.217694,19.769670,-0.486991,-0.888800,37.256506,0.434384
H556,2020-09c,LGB-2,3.54,176.0,1.004,-3.809,35.164,3.698151,-0.311448,3.213489,-0.692663,2.516539,0.154602,34.814828,-0.293753,-0.069885,-0.808418,0.643570
H557,2020-09c,DVH-2,3.58,179.0,1.010,-3.809,35.164,1.305338,-11.791812,-10.608830,-24.264023,1.895631,-1.975009,22.909798,-0.348854,-0.839106,24.099309,0.584263
H558,2020-09c,ETH-3,3.65,174.9,0.969,-3.809,35.164,5.235717,2.237544,7.288174,4.434026,1.520825,1.703133,37.461216,-0.323202,-0.045830,-8.402385,0.611292
H559,2020-09c,ETH-2,3.59,174.6,0.983,-3.809,35.164,-6.465128,-14.717804,-21.727657,-30.242711,1.709697,-10.169641,19.898715,-0.697983,-1.054587,38.478602,0.204602
H560,2020-09c,ETH-1,3.61,180.3,1.010,-3.809,35.164,5.528167,1.831033,6.825808,3.498680,1.752321,2.030741,37.045414,-0.683362,-0.166092,-7.689794,0.219077
H561,2020-09c,ETH-4,3.60,176.9,0.993,-3.809,35.164,-6.510481,-14.847017,-21.670781,-30.393946,2.165736,-10.213278,19.767299,-0.463943,-0.948354,39.269732,0.459484
H562,2020-09c,DVH-2,3.53,177.5,1.016,-3.809,35.164,1.304589,-11.829430,-10.670723,-24.242815,2.735339,-1.974405,22.882722,-0.373202,-0.741314,25.035125,0.557750
H563,2020-09c,LGB-2,3.53,174.2,0.997,-3.809,35.164,3.629273,-0.316292,3.146493,-0.670458,0.848075,0.081176,34.827149,-0.284978,-0.037976,-2.388896,0.653130
H564,2020-09c,ETH-3,3.74,179.6,0.972,-3.809,35.164,5.225522,2.201135,7.248775,4.320778,2.013313,1.693589,37.437277,-0.316139,-0.085926,-7.833229,0.618986
H565,2020-09c,ETH-1,3.56,177.5,1.007,-3.809,35.164,5.531908,1.821489,6.792903,3.570517,2.484165,2.035093,37.044538,-0.710497,-0.075466,-6.950194,0.189527
H566,2020-09c,ETH-2,3.55,174.9,0.995,-3.809,35.164,-6.468320,-14.763715,-21.770387,-30.319458,0.917539,-10.171337,19.865077,-0.692540,-1.040550,37.755938,0.210533
H567,2020-09c,ETH-4,3.55,176.6,1.005,-3.809,35.164,-6.515690,-14.862529,-21.711818,-30.488517,2.488148,-10.218264,19.762554,-0.484991,-1.014338,39.642057,0.436563
H568,2020-09c,LGB-2,3.55,177.4,1.009,-3.809,35.164,3.602321,-0.297484,3.143738,-0.865490,1.172427,0.051675,34.855056,-0.278519,-0.270749,-2.073929,0.660164
H569,2020-09c,DVH-2,3.53,175.3,1.003,-3.809,35.164,1.302390,-11.848985,-10.695078,-24.307638,1.578535,-1.976024,22.874748,-0.376094,-0.768149,23.894812,0.554600
H570,2020-09c,ETH-3,3.72,178.0,0.969,-3.809,35.164,5.226695,2.195347,7.238831,4.480024,1.852653,1.695056,37.441544,-0.321535,0.084174,-7.982284,0.613110
H571,2020-09c,ETH-2,3.54,174.4,0.995,-3.809,35.164,-6.469292,-14.781356,-21.783226,-30.478967,1.988949,-10.171716,19.852530,-0.687055,-1.169105,38.904418,0.216507
H572,2020-09c,ETH-1,3.52,175.1,1.004,-3.809,35.164,5.525761,1.810754,6.789224,3.427629,2.336545,2.028921,37.044309,-0.697318,-0.196408,-7.069047,0.203880
H573,2020-09c,ETH-4,3.58,177.2,1.000,-3.809,35.164,-6.514356,-14.870724,-21.693647,-30.529361,0.887472,-10.216532,19.763880,-0.459636,-1.039803,37.997539,0.464176
H574,2020-09c,DVH-2,3.54,175.2,1.000,-3.809,35.164,1.296956,-11.871647,-10.714860,-24.408152,-0.095485,-1.980985,22.860634,-0.367946,-0.825260,22.235474,0.563475
H575,2020-09c,LGB-2,3.60,179.4,1.007,-3.809,35.164,3.636530,-0.340571,3.120407,-0.716852,2.263318,0.089833,34.821427,-0.294561,-0.035828,-0.938249,0.642694
H576,2020-09c,ETH-3,3.70,174.9,0.957,-3.809,35.164,5.228513,2.184686,7.228444,4.448176,2.040461,1.697395,37.438627,-0.323254,0.073743,-7.777490,0.611237
H577,2020-09c,ETH-1,3.61,178.4,0.999,-3.809,35.164,5.524030,1.785583,6.760122,3.337710,1.003289,2.028006,37.025102,-0.699744,-0.235764,-8.339012,0.201239
H578,2020-09d,ETH-1,3.59,181.2,1.015,-3.811,35.115,5.537215,1.912355,6.905251,3.658854,0.126586,2.035197,36.997400,-0.693539,-0.168829,-9.467709,0.210107
H579,2020-09d,ETH-2,3.56,178.7,1.006,-3.811,35.115,-6.455487,-14.602548,-21.595634,-30.197747,-0.488478,-10.164965,19.887075,-0.688051,-1.241947,35.950888,0.217376
H580,2020-09d,ETH-3,3.66,178.5,0.989,-3.811,35.115,5.245223,2.318564,7.394992,4.647105,0.024745,1.708115,37.452023,-0.306396,0.004614,-10.050880,0.629062
H581,2020-09d,LGB-2,3.57,179.2,1.007,-3.811,35.115,3.649766,-0.233048,3.252929,-0.646144,0.293070,0.097928,34.815164,-0.281811,-0.180164,-3.126924,0.655862
H582,2020-09d,DVH-2,3.60,178.5,0.999,-3.811,35.115,1.316267,-11.742608,-10.568642,-24.352268,-0.326841,-1.967081,22.875210,-0.368438,-1.028952,21.715734,0.562757
H583,2020-09d,ETH-4,3.55,178.0,1.003,-3.811,35.115,-6.505823,-14.773219,-21.611125,-30.392277,-0.334707,-10.212373,19.753427,-0.481440,-1.096296,36.518954,0.440977
H584,2020-09d,ETH-2,3.52,174.8,0.990,-3.811,35.115,-6.461868,-14.667227,-21.666100,-30.339104,-0.175890,-10.169366,19.870600,-0.688916,-1.256420,36.415636,0.216443
H585,2020-09d,ETH-1,3.58,179.9,1.009,-3.811,35.115,5.532518,1.887574,6.877173,3.575824,0.375978,2.031098,37.044930,-0.692289,-0.202086,-9.167621,0.211462
H586,2020-09d,ETH-3,3.62,174.1,0.971,-3.811,35.115,5.241402,2.280570,7.331436,4.663715,0.439485,1.705441,37.459428,-0.328291,0.096964,-9.562533,0.605369
H587,2020-09d,DVH-2,3.54,177.8,1.004,-3.811,35.115,1.308495,-11.783056,-10.611698,-24.242918,-0.058519,-1.973876,22.865607,-0.363705,-0.835202,22.080634,0.567880
H588,2020-09d,LGB-2,3.59,177.8,0.996,-3.811,35.115,3.645788,-0.275503,3.209965,-0.686474,-0.423492,0.095253,34.819716,-0.278796,-0.135596,-3.753695,0.659127
H589,2020-09d,ETH-4,3.59,180.1,1.009,-3.811,35.115,-6.505447,-14.771969,-21.598317,-30.455803,0.165406,-10.212018,19.787764,-0.469993,-1.164276,37.034501,0.453365
H590,2020-09d,ETH-1,3.56,177.0,0.996,-3.811,35.115,5.528022,1.862296,6.827796,3.538367,-0.317435,2.027231,37.040872,-0.711897,-0.188952,-9.800606,0.190244
H591,2020-09d,ETH-2,3.51,175.0,0.993,-3.811,35.115,-6.464070,-14.707076,-21.711136,-30.362537,0.716833,-10.170230,19.861336,-0.692901,-1.199771,37.425922,0.212132
H592,2020-09d,ETH-3,3.67,178.1,0.986,-3.811,35.115,5.236021,2.269984,7.321776,4.640715,0.158513,1.700083,37.471173,-0.321975,0.095195,-9.814493,0.612205
H593,2020-09d,LGB-2,3.56,179.2,1.009,-3.811,35.115,3.673084,-0.290459,3.206788,-0.712065,0.649819,0.124977,34.818263,-0.295308,-0.131286,-2.683547,0.641257
H594,2020-09d,DVH-2,3.54,178.0,1.005,-3.811,35.115,1.303212,-11.834002,-10.664026,-24.526210,0.590329,-1.977619,22.836617,-0.360464,-1.022291,22.853224,0.571391
H595,2020-09d,ETH-4,3.56,178.0,1.002,-3.811,35.115,-6.512744,-14.826790,-21.657851,-30.667830,-0.923265,-10.217766,19.748654,-0.468560,-1.271567,36.027083,0.454919
H596,2020-09d,ETH-2,3.62,173.4,0.967,-3.811,35.115,-6.463332,-14.678922,-21.681048,-30.360138,0.102523,-10.170493,19.904775,-0.691005,-1.254377,36.730046,0.214184
H597,2020-09d,ETH-1,3.52,176.1,0.997,-3.811,35.115,5.525071,1.820014,6.797478,3.536227,0.669232,2.025645,37.016450,-0.697497,-0.106688,-8.737990,0.205829
H598,2020-09d,ETH-3,3.62,173.1,0.965,-3.811,35.115,5.220796,2.202918,7.251384,4.380228,0.372265,1.686301,37.417040,-0.310446,-0.030293,-9.456642,0.624686
H599,2020-09d,DVH-2,3.59,180.3,1.010,-3.811,35.115,1.301306,-11.839034,-10.671555,-24.474282,-0.496345,-1.979467,22.843272,-0.361104,-0.958936,21.754669,0.570698
H600,2020-09d,LGB-2,3.53,176.7,0.999,-3.811,35.115,3.629752,-0.327163,3.120313,-0.875253,-0.624667,0.080037,34.796813,-0.300870,-0.221156,-3.836088,0.635242
H601,2020-09d,ETH-4,3.54,176.9,0.999,-3.811,35.115,-6.511024,-14.838311,-21.678733,-30.642210,-0.804427,-10.215497,19.750233,-0.480188,-1.221811,36.172214,0.442335
H602,2020-09d,ETH-1,3.58,180.0,1.010,-3.811,35.115,5.528985,1.826144,6.802587,3.641285,0.208118,2.029601,37.032579,-0.702451,-0.014248,-9.210791,0.200468
H603,2020-09d,ETH-2,3.55,177.1,0.998,-3.811,35.115,-6.464714,-14.713168,-21.727030,-30.400027,-1.074181,-10.170690,19.881516,-0.702394,-1.226038,35.582506,0.201860
H604,2020-09d,ETH-3,3.62,173.9,0.970,-3.811,35.115,5.226292,2.207639,7.243929,4.222861,-0.338647,1.692000,37.431649,-0.328114,-0.196388,-10.175499,0.605566
H605,2020-09d,LGB-2,3.58,178.8,1.003,-3.811,35.115,3.643811,-0.329160,3.142457,-0.853721,-0.645068,0.095134,34.803559,-0.291285,-0.195615,-3.867383,0.645614
H606,2020-09d,DVH-2,3.57,177.5,0.998,-3.811,35.115,1.305822,-11.807988,-10.629996,-24.417575,-0.882522,-1.975801,22.887817,-0.354642,-0.963639,21.291928,0.577689
H607,2020-09d,ETH-4,3.58,178.6,1.002,-3.811,35.115,-6.510532,-14.825593,-21.656648,-30.675476,-1.056144,-10.215447,19.773430,-0.470821,-1.281873,35.884357,0.452471
H608,2020-09d,ETH-2,3.54,177.7,1.003,-3.811,35.115,-6.467736,-14.747258,-21.765046,-30.661327,-0.352437,-10.172645,19.856155,-0.704099,-1.426102,36.404556,0.200016
H609,2020-09d,ETH-1,3.53,176.7,0.999,-3.811,35.115,5.526616,1.809708,6.789005,3.513705,-0.047660,2.027678,37.027606,-0.697383,-0.108556,-9.429739,0.205952
H610,2020-10a,ETH-1,3.56,178.8,1.013,-3.802,35.155,5.532549,1.955567,6.935711,3.673954,-2.596983,2.039520,37.036099,-0.700903,-0.240028,-12.243990,0.202483
H611,2020-10a,ETH-2,3.52,177.7,1.018,-3.802,35.155,-6.458895,-14.642972,-21.639804,-30.461428,-0.360795,-10.160519,19.855906,-0.689326,-1.431575,36.170537,0.216093
H612,2020-10a,ETH-3,3.73,180.7,0.977,-3.802,35.155,5.242480,2.313220,7.351489,4.504610,-0.661826,1.716179,37.440215,-0.341513,-0.126560,-10.717294,0.592660
H613,2020-10a,DVH-2,3.50,175.9,1.014,-3.802,35.155,1.305339,-11.768726,-10.619359,-24.604206,-1.660673,-1.968292,22.851825,-0.382451,-1.234122,20.417347,0.548869
H614,2020-10a,LGB-2,3.52,176.2,1.010,-3.802,35.155,3.677916,-0.286551,3.223003,-0.875797,-1.038276,0.140232,34.772793,-0.287957,-0.302928,-4.378775,0.650957
H615,2020-10a,ETH-4,3.59,180.0,1.011,-3.802,35.155,-6.508784,-14.767553,-21.592980,-30.565960,-0.393560,-10.209189,19.780665,-0.465482,-1.286714,36.449511,0.459121
H616,2020-10a,ETH-1,3.57,178.1,1.006,-3.802,35.155,5.524327,1.842806,6.823113,3.681627,-0.461099,2.034915,36.996842,-0.693644,-0.007317,-9.901182,0.210368
H617,2020-10a,ETH-2,3.59,178.7,1.004,-3.802,35.155,-6.467188,-14.685428,-21.687931,-30.654356,-0.682956,-10.167797,19.882199,-0.687547,-1.544241,35.933525,0.218026
H618,2020-10a,ETH-3,3.63,175.1,0.973,-3.802,35.155,5.228615,2.271712,7.318171,4.445219,-1.033311,1.702898,37.456934,-0.319651,-0.102863,-10.990024,0.616398
H619,2020-10a,LGB-2,3.52,176.2,1.010,-3.802,35.155,3.652558,-0.239082,3.241058,-0.671345,-0.160324,0.111362,34.860970,-0.290578,-0.193309,-3.569907,0.648110
H620,2020-10a,DVH-2,3.51,172.7,0.992,-3.802,35.155,1.304415,-11.777415,-10.603106,-24.568939,-0.862272,-1.968955,22.899271,-0.356437,-1.180445,21.252056,0.577112
H623,2020-10a,ETH-1,3.56,177.6,1.006,-3.802,35.155,5.524569,1.855560,6.830978,3.554581,-0.618319,2.034701,37.047073,-0.698595,-0.159353,-10.081938,0.204993
H624,2020-10a,ETH-3,3.62,174.5,0.972,-3.802,35.155,5.229219,2.218532,7.260226,4.618806,-0.085200,1.705516,37.427807,-0.325627,0.176071,-9.948769,0.609912
H625,2020-10a,DVH-2,3.55,177.0,1.006,-3.802,35.155,1.303002,-11.787979,-10.612177,-24.663485,-0.654095,-1.970071,22.907154,-0.353639,-1.255906,21.487835,0.580149
H626,2020-10a,LGB-2,3.52,170.5,0.977,-3.802,35.155,3.612404,-0.293040,3.148490,-0.793454,-1.229613,0.070443,34.832374,-0.288513,-0.207561,-4.487532,0.650357
H627,2020-10a,ETH-4,3.59,178.7,1.004,-3.802,35.155,-6.502032,-14.799613,-21.615902,-30.822603,-0.294285,-10.200773,19.806828,-0.463931,-1.486125,36.611218,0.460806
H628,2020-10a,ETH-2,3.53,173.1,0.989,-3.802,35.155,-6.466836,-14.692095,-21.703989,-30.684633,-1.143411,-10.167172,19.921295,-0.697667,-1.561916,35.469575,0.207039
H629,2020-10a,ETH-1,3.58,177.9,1.002,-3.802,35.155,5.520424,1.826933,6.810601,3.534552,-0.197828,2.031332,37.036841,-0.686495,-0.122168,-9.605467,0.218130
H630,2020-10a,ETH-3,3.60,173.4,0.971,-3.802,35.155,5.226470,2.242587,7.285251,4.431812,-0.588639,1.701685,37.471302,-0.321560,-0.058097,-10.491030,0.614327
H631,2020-10a,LGB-2,3.50,175.0,1.008,-3.802,35.155,3.632969,-0.311241,3.160417,-0.789073,-0.125427,0.093103,34.830975,-0.279864,-0.166769,-3.373053,0.659746
H632,2020-10a,DVH-2,3.56,172.4,0.977,-3.802,35.155,1.298529,-11.811501,-10.634069,-24.579105,-1.482706,-1.973974,22.906138,-0.347756,-1.121950,20.693468,0.586538
H633,2020-10a,ETH-4,3.60,179.7,1.007,-3.802,35.155,-6.511405,-14.830977,-21.677642,-30.962198,-0.938440,-10.209619,19.794515,-0.485993,-1.566375,36.018509,0.436855
H634,2020-10a,ETH-1,3.55,175.3,0.996,-3.802,35.155,5.519694,1.804704,6.774650,3.511015,-0.638216,2.031377,37.029509,-0.699629,-0.101246,-9.997777,0.203872
H635,2020-10a,ETH-2,3.54,175.5,1.000,-3.802,35.155,-6.467665,-14.736293,-21.750785,-30.762201,-0.397019,-10.166404,19.896639,-0.700540,-1.552240,36.335592,0.203922
H636,2020-10a,ETH-3,3.65,175.4,0.969,-3.802,35.155,5.218155,2.175493,7.210266,4.310641,-0.123921,1.695285,37.418741,-0.321650,-0.044848,-9.891942,0.614231
H637,2020-10a,DVH-2,3.53,176.0,1.006,-3.802,35.155,1.303572,-11.831780,-10.669880,-24.757960,-0.667261,-1.967825,22.895843,-0.368963,-1.264116,21.562741,0.563514
H638,2020-10a,LGB-2,3.55,176.8,1.004,-3.802,35.155,3.627098,-0.336822,3.116566,-0.852866,-0.433839,0.087778,34.819741,-0.292381,-0.179433,-3.624150,0.646158
H639,2020-10a,ETH-4,3.59,178.7,1.004,-3.802,35.155,-6.518660,-14.868077,-21.719735,-30.950983,-0.240549,-10.215986,19.766855,-0.484463,-1.479616,36.827008,0.438518
H640,2020-10a,ETH-2,3.55,175.9,0.999,-3.802,35.155,-6.477988,-14.772574,-21.795374,-30.799359,-0.758855,-10.176082,19.867785,-0.699199,-1.516986,36.046897,0.205380
H641,2020-10a,ETH-1,3.53,175.3,1.002,-3.802,35.155,5.516252,1.788352,6.747919,3.454205,-0.109589,2.028305,37.026044,-0.706597,-0.125212,-9.438716,0.196308
H642,2020-10a,ETH-3,3.64,170.2,0.943,-3.802,35.155,5.225713,2.206539,7.257580,4.396562,-1.085496,1.702214,37.462069,-0.312895,-0.021258,-10.912264,0.623735
H643,2020-10a,LGB-2,3.59,178.7,1.004,-3.802,35.155,3.616443,-0.341946,3.099858,-0.853224,-0.145425,0.076577,34.822907,-0.293045,-0.169543,-3.315342,0.645437
H644,2020-10a,DVH-2,3.55,176.7,1.004,-3.802,35.155,1.298057,-11.852316,-10.685241,-24.822203,-0.703626,-1.972954,22.886609,-0.358377,-1.288396,21.573286,0.575009
H645,2020-10a,ETH-4,3.57,177.2,1.001,-3.802,35.155,-6.518208,-14.880430,-21.710635,-31.079731,0.080367,-10.215041,19.764235,-0.463312,-1.587242,37.184876,0.461481
H646,2020-10a,ETH-2,3.52,174.3,0.999,-3.802,35.155,-6.473328,-14.764691,-21.773045,-31.048959,-0.449448,-10.171396,19.885778,-0.689085,-1.790100,36.346226,0.216360
H647,2020-10a,ETH-3,3.62,174.5,0.972,-3.802,35.155,5.222127,2.181394,7.218410,4.358154,-0.619736,1.699313,37.443448,-0.323430,-0.009318,-10.398532,0.612298
H648,2020-10a,ETH-4,3.59,178.8,1.004,-3.802,35.155,-6.519390,-14.877375,-21.723391,-31.118875,-0.173233,-10.216419,19.771760,-0.478167,-1.633769,36.916862,0.445354
H649,2020-10a,DVH-2,3.57,178.1,1.006,-3.802,35.155,1.294257,-11.870220,-10.716492,-24.836185,-0.483831,-1.976348,22.875441,-0.368233,-1.266525,21.838496,0.564309
H650,2020-10a,LGB-2,3.54,175.2,0.998,-3.802,35.155,3.646725,-0.340563,3.139417,-0.927881,-0.435047,0.108896,34.834780,-0.286098,-0.247017,-3.638792,0.652979
H651,2020-10a,ETH-4,3.53,175.4,1.002,-3.802,35.155,-6.517652,-14.857396,-21.692630,-31.156060,-0.320568,-10.215309,19.796777,-0.468470,-1.712578,36.720814,0.455880
H652,2020-10a,ETH-2,3.58,176.8,0.996,-3.802,35.155,-6.475480,-14.776517,-21.810761,-31.012601,-0.015817,-10.173254,19.881658,-0.713588,-1.728679,36.822668,0.189758
H653,2020-10a,ETH-1,3.52,174.2,0.998,-3.802,35.155,5.515617,1.763527,6.732236,3.408943,0.026852,2.028547,37.017636,-0.697166,-0.120759,-9.254636,0.206548
H654,2020-10a,ETH-2,3.54,174.9,0.996,-3.802,35.155,-6.467506,-14.767988,-21.769954,-30.951659,-0.069631,-10.165049,19.893412,-0.688680,-1.683181,36.740367,0.216799
H655,2020-10a,ETH-3,3.68,175.4,0.961,-3.802,35.155,5.207206,2.163462,7.189838,4.279251,-0.463398,1.684029,37.435758,-0.318895,-0.052094,-10.193265,0.617223
H656,2020-10a,LGB-2,3.56,176.8,1.002,-3.802,35.155,3.606419,-0.365537,3.060636,-0.794630,0.630412,0.066739,34.816733,-0.298639,-0.063714,-2.485090,0.639366
H657,2020-10a,DVH-2,3.56,175.9,0.997,-3.802,35.155,1.293573,-11.880853,-10.716253,-25.105367,-0.519266,-1.976682,22.874917,-0.356710,-1.520723,21.824623,0.576819
H658,2020-10a,ETH-4,3.57,174.4,0.985,-3.802,35.155,-6.525434,-14.906905,-21.743635,-31.205247,-0.319452,-10.221776,19.754377,-0.463119,-1.662918,36.833014,0.461692
H659,2020-10a,ETH-1,3.55,175.2,0.995,-3.802,35.155,5.515215,1.753373,6.720034,3.320187,0.071257,2.028494,37.015184,-0.698906,-0.188934,-9.190484,0.204659
H660,2020-10a,ETH-2,3.58,175.4,0.988,-3.802,35.155,-6.482778,-14.818288,-21.851455,-31.049533,-0.903483,-10.179492,19.848655,-0.705935,-1.682078,35.996719,0.198069
H661,2020-10a,ETH-3,3.69,171.6,0.938,-3.802,35.155,5.205862,2.156336,7.167568,4.139230,-0.971826,1.682856,37.435393,-0.332631,-0.177292,-10.681510,0.602311
H662,2020-10a,ETH-4,3.58,172.7,0.973,-3.802,35.155,-6.525007,-14.878852,-21.739769,-31.253280,-1.584380,-10.222368,19.787651,-0.487596,-1.769272,35.462657,0.435117