ID,Sample,T,SE_T,D47,SE_D47,Dataset,Tcorrel_01,Tcorrel_02,Tcorrel_03,Tcorrel_04,Tcorrel_05,Tcorrel_06,Tcorrel_07,Tcorrel_08,Tcorrel_09,Tcorrel_10,Tcorrel_11,Tcorrel_12,Tcorrel_13,Tcorrel_14,Tcorrel_15,Tcorrel_16,Tcorrel_17,Tcorrel_18,Tcorrel_19,Tcorrel_20,Tcorrel_21,Tcorrel_22,Tcorrel_23,Tcorrel_24,Tcorrel_25,Tcorrel_26,Tcorrel_27,Tcorrel_28,Tcorrel_29,Tcorrel_30,Tcorrel_31,Tcorrel_32,Tcorrel_33,Tcorrel_34,Tcorrel_35,Tcorrel_36,Tcorrel_37,Tcorrel_38,Tcorrel_39,Tcorrel_40,Tcorrel_41,D47correl_01,D47correl_02,D47correl_03,D47correl_04,D47correl_05,D47correl_06,D47correl_07,D47correl_08,D47correl_09,D47correl_10,D47correl_11,D47correl_12,D47correl_13,D47correl_14,D47correl_15,D47correl_16,D47correl_17,D47correl_18,D47correl_19,D47correl_20,D47correl_21,D47correl_22,D47correl_23,D47correl_24,D47correl_25,D47correl_26,D47correl_27,D47correl_28,D47correl_29,D47correl_30,D47correl_31,D47correl_32,D47correl_33,D47correl_34,D47correl_35,D47correl_36,D47correl_37,D47correl_38,D47correl_39,D47correl_40,D47correl_41
01,BONI_IPGP_100_A3,102.30,2.00,0.4281,0.0175,Anderson et al. (2021),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.222110,0.317724,0.077458,-0.020121,0.029214,0.012564,0.031079,0.019317,0.020076,0.023060,0.047143,0.058303,0.018245,0.012619,0.010119,0.052486,0.058241,0,0,0,0,0,0,0.086650,0.064084,0.089856,0.061419,0.104828,0.111535,0.048989,0.087255,0.059705,0.110097,0.056972,0.091169,0.076302,0.010856,0.090281,-0.001468,0.000032
02,BONI_IPGP_250,252.10,2.00,0.2798,0.0290,Anderson et al. (2021),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222110,1,0.085353,0.047971,-0.016389,0.010468,-0.009289,0.011687,-0.007984,0.009730,0.007150,0.015237,0.057158,-0.011946,0.005898,0.005327,0.020549,0.045047,0,0,0,0,0,0,0.029273,0.023280,0.029581,0.022865,0.060638,0.036581,0.024362,0.037079,0.027356,0.146352,0.019636,0.029940,0.037963,0.007695,0.033230,-0.000624,0.000179
03,BONI_IPGP_350_A9,351.40,2.00,0.2320,0.0211,Anderson et al. (2021),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317724,0.085353,1,0.062178,-0.067192,0.010966,-0.030785,0.006012,-0.008188,-0.010830,0.011511,0.022567,0.051690,-0.019211,-0.034986,-0.021328,0.028712,0.051707,0,0,0,0,0,0,0.079597,0.058999,0.079480,0.049345,0.082480,0.134502,0.036122,0.106786,0.073367,0.094762,0.054710,0.107397,0.058941,-0.037761,0.063411,-0.001216,0.001738
04,BONI_IPGP_80_1,80.20,1.00,0.4949,0.0143,Anderson et al. (2021),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077458,0.047971,0.062178,1,0.043557,0.041409,0.042800,0.043390,0.045119,0.038159,0.034953,0.051901,0.040332,0.046020,0.045902,0.041267,0.046976,0.037179,0,0,0,0,0,0,0.066758,0.057544,0.057663,0.059084,0.069726,0.055741,0.047250,0.055017,0.043196,0.049137,0.043571,0.049498,0.060312,0.044090,0.062563,-0.000738,-0.001775
05,JOHN_HT_25C,25.00,2.00,0.6088,0.0155,Anderson et al. (2021),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020121,-0.016389,-0.067192,0.043557,1,0.063211,0.053574,0.054085,0.055515,0.043800,0.028338,0.044924,0.027188,0.052619,0.056429,0.065768,0.051862,0.026192,0,0,0,0,0,0,0.044693,0.041737,0.043472,0.040964,0.056539,0.034497,0.044565,0.027218,0.022056,0.017273,0.037740,0.033607,0.050480,0.073937,0.067186,0.004122,-0.024669
06,JOHN_HT_80C,80.00,2.00,0.4870,0.0150,Anderson et al. (2021),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029214,0.010468,0.010966,0.041409,0.063211,1,0.035148,0.039772,0.037369,0.029451,0.022466,0.033152,0.025479,0.034287,0.035495,0.042298,0.038040,0.031465,0,0,0,0,0,0,0.039012,0.034115,0.037521,0.032772,0.046133,0.039438,0.037049,0.030878,0.022928,0.026501,0.034554,0.038633,0.039857,0.045506,0.050096,0.010925,0.010399
07,KELE_AQUA_BORRA,36.10,0.10,0.5760,0.0140,Anderson et al. (2021),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012564,-0.009289,-0.030785,0.042800,0.053574,0.035148,1,0.052041,0.062186,0.092860,0.066761,0.078480,0.049687,0.083494,0.083230,0.059769,0.057237,0.027847,0,0,0,0,0,0,0.040621,0.057628,0.046785,0.049744,0.054932,0.032551,0.045328,0.036449,0.038764,0.026914,0.038379,0.029187,0.056239,0.063228,0.054376,-0.001049,-0.002535
08,KELE_BUK_4,54.90,0.10,0.5406,0.0151,Anderson et al. (2021),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031079,0.011687,0.006012,0.043390,0.054085,0.039772,0.052041,1,0.051181,0.055016,0.041377,0.047319,0.031610,0.048557,0.057389,0.059791,0.044466,0.030058,0,0,0,0,0,0,0.050868,0.066092,0.058402,0.059290,0.060851,0.045621,0.041930,0.038710,0.035979,0.029936,0.046574,0.039709,0.056389,0.054809,0.056985,-0.000568,-0.002327
09,KELE_CANARIAN,33.80,0.10,0.5835,0.0160,Anderson et al. (2021),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019317,-0.007984,-0.008188,0.045119,0.055515,0.037369,0.062186,0.051181,1,0.052435,0.044530,0.068984,0.038397,0.074177,0.072379,0.065588,0.047271,0.028172,0,0,0,0,0,0,0.052407,0.052460,0.050682,0.058011,0.061981,0.041283,0.041700,0.036472,0.032658,0.029740,0.036432,0.034570,0.050210,0.060066,0.053894,-0.000666,-0.002525
10,KELE_GAWATUPA,11.00,0.10,0.6277,0.0164,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020076,0.009730,-0.010830,0.038159,0.043800,0.029451,0.092860,0.055016,0.052435,1,0.064661,0.078469,0.046349,0.077410,0.083360,0.060173,0.057837,0.019464,0,0,0,0,0,0,0.052111,0.079793,0.057788,0.069926,0.066210,0.045633,0.047628,0.058730,0.055769,0.039815,0.045371,0.036886,0.069741,0.068788,0.050163,-0.001183,-0.002392
11,KELE_IGAL,75.00,0.10,0.4750,0.0143,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023060,0.007150,0.011511,0.034953,0.028338,0.022466,0.066761,0.041377,0.044530,0.064661,1,0.054347,0.035403,0.049325,0.059349,0.044895,0.032208,0.021931,0,0,0,0,0,0,0.040400,0.058940,0.043590,0.048226,0.046788,0.034512,0.037037,0.041022,0.053452,0.037237,0.032387,0.027234,0.042972,0.038052,0.034323,-0.000535,-0.001538
12,KELE_LAPIGNA,12.50,0.10,0.6183,0.0163,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047143,0.015237,0.022567,0.051901,0.044924,0.033152,0.078480,0.047319,0.068984,0.078469,0.054347,1,0.044537,0.091984,0.083744,0.056544,0.056426,0.030229,0,0,0,0,0,0,0.060233,0.056855,0.061043,0.064059,0.074916,0.049168,0.044608,0.076571,0.063842,0.062540,0.040614,0.040353,0.061416,0.058784,0.061592,-0.001098,-0.002292
13,KELE_NG_2,60.40,0.10,0.5050,0.0153,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058303,0.057158,0.051690,0.040332,0.027188,0.025479,0.049687,0.031610,0.038397,0.046349,0.035403,0.044537,1,0.049754,0.034106,0.030252,0.080819,0.030124,0,0,0,0,0,0,0.039710,0.049126,0.045015,0.047865,0.058141,0.053287,0.043237,0.047989,0.045377,0.045607,0.039480,0.041666,0.060016,0.042908,0.046378,-0.002161,-0.001834
14,KELE_P5_SUMMER,12.00,0.10,0.6327,0.0155,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018245,-0.011946,-0.019211,0.046020,0.052619,0.034287,0.083494,0.048557,0.074177,0.077410,0.049325,0.091984,0.049754,1,0.083808,0.062654,0.070965,0.039375,0,0,0,0,0,0,0.050697,0.051848,0.054298,0.056662,0.067852,0.043525,0.048830,0.050296,0.045317,0.036417,0.042126,0.036827,0.064707,0.107294,0.056616,-0.001511,-0.002744
15,KELE_P5_WINTER,5.00,0.10,0.6355,0.0155,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012619,0.005898,-0.034986,0.045902,0.056429,0.035495,0.083230,0.057389,0.072379,0.083360,0.059349,0.083744,0.034106,0.083808,1,0.075728,0.039967,0.021821,0,0,0,0,0,0,0.055775,0.099777,0.056887,0.066926,0.064375,0.035831,0.044337,0.040002,0.041592,0.027674,0.038676,0.028683,0.064122,0.061330,0.049979,-0.000411,-0.002651
16,KELE_SARTEANO,20.70,0.10,0.5938,0.0153,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010119,0.005327,-0.021328,0.041267,0.065768,0.042298,0.059769,0.059791,0.065588,0.060173,0.044895,0.056544,0.030252,0.062654,0.075728,1,0.048344,0.023767,0,0,0,0,0,0,0.049280,0.064640,0.049755,0.062508,0.056888,0.036010,0.039757,0.032724,0.028850,0.023455,0.040185,0.032250,0.055223,0.059185,0.050724,0.002133,-0.018453
17,KELE_SZAL,11.00,0.10,0.6542,0.0159,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052486,0.020549,0.028712,0.046976,0.051862,0.038040,0.057237,0.044466,0.047271,0.057837,0.032208,0.056426,0.080819,0.070965,0.039967,0.048344,1,0.028549,0,0,0,0,0,0,0.051623,0.051652,0.058297,0.054430,0.075055,0.060070,0.056999,0.057595,0.044062,0.054692,0.048294,0.050331,0.088233,0.065841,0.059755,-0.032349,-0.014074
18,KELE_TURA,95.00,0.10,0.4092,0.0151,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058241,0.045047,0.051707,0.037179,0.026192,0.031465,0.027847,0.030058,0.028172,0.019464,0.021931,0.030229,0.030124,0.039375,0.021821,0.023767,0.028549,1,0,0,0,0,0,0,0.030765,0.027405,0.035267,0.027393,0.038064,0.038458,0.027808,0.031860,0.026643,0.033187,0.029855,0.037140,0.029729,0.036478,0.038376,-0.000380,-0.000968
19,LF2012-9_7-A,2.50,1.00,0.6643,0.0270,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.359300,0.267314,0.096915,0.090346,0.219743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,LF2012-D1-A,2.50,1.00,0.6585,0.0268,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359300,1,0.261651,0.094886,0.088540,0.217451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,LJ2010-12A-Z1A,0.50,1.00,0.6701,0.0170,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267314,0.261651,1,0.357117,0.314319,0.302403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,LJ2010-12A-Z2A,0.50,1.00,0.6749,0.0235,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096915,0.094886,0.357117,1,0.319191,0.117492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,LJ2010-5B-A,0.50,1.00,0.6799,0.0163,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090346,0.088540,0.314319,0.319191,1,0.136416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,LV26NOV10-2A,4.00,1.00,0.6528,0.0212,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219743,0.217451,0.302403,0.117492,0.136416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,UWCP14_20C_9,23.00,0.33,0.6037,0.0167,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086650,0.029273,0.079597,0.066758,0.044693,0.039012,0.040621,0.050868,0.052407,0.052111,0.040400,0.060233,0.039710,0.050697,0.055775,0.049280,0.051623,0.030765,0,0,0,0,0,0,1,0.099170,0.093605,0.135683,0.100630,0.091868,0.055854,0.084857,0.069892,0.059084,0.052017,0.087212,0.093711,0.058572,0.102318,-0.000892,-0.002027
26,UWCP14_20C_CA_11,23.00,0.34,0.6148,0.0152,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064084,0.023280,0.058999,0.057544,0.041737,0.034115,0.057628,0.066092,0.052460,0.079793,0.058940,0.056855,0.049126,0.051848,0.099777,0.064640,0.051652,0.027405,0,0,0,0,0,0,0.099170,1,0.104809,0.122790,0.107251,0.078898,0.058592,0.064759,0.083338,0.048159,0.060221,0.057696,0.095942,0.060647,0.071851,-0.000920,-0.002280
27,UWCP14_21C_1,22.00,0.22,0.6104,0.0166,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089856,0.029581,0.079480,0.057663,0.043472,0.037521,0.046785,0.058402,0.050682,0.057788,0.043590,0.061043,0.045015,0.054298,0.056887,0.049755,0.058297,0.035267,0,0,0,0,0,0,0.093605,0.104809,1,0.102613,0.123202,0.107327,0.064424,0.070055,0.073910,0.052934,0.067471,0.067796,0.077753,0.071486,0.089587,-0.001135,-0.002109
28,UWCP14_4C_3,6.00,0.05,0.6493,0.0169,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061419,0.022865,0.049345,0.059084,0.040964,0.032772,0.049744,0.059290,0.058011,0.069926,0.048226,0.064059,0.047865,0.056662,0.066926,0.062508,0.054430,0.027393,0,0,0,0,0,0,0.135683,0.122790,0.102613,1,0.096967,0.085767,0.050700,0.083108,0.073645,0.051157,0.053003,0.075942,0.098717,0.060273,0.099054,-0.001038,-0.002278
29,UWCP14_4C_4,6.00,0.05,0.6577,0.0157,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.104828,0.060638,0.082480,0.069726,0.056539,0.046133,0.054932,0.060851,0.061981,0.066210,0.046788,0.074916,0.058141,0.067852,0.064375,0.056888,0.075055,0.038064,0,0,0,0,0,0,0.100630,0.107251,0.123202,0.096967,1,0.117273,0.080617,0.081590,0.073464,0.075196,0.075047,0.079526,0.105491,0.091373,0.099211,-0.001505,-0.002637
30,UWCP14_50C_2,51.00,0.36,0.5342,0.0157,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111535,0.036581,0.134502,0.055741,0.034497,0.039438,0.032551,0.045621,0.041283,0.045633,0.034512,0.049168,0.053287,0.043525,0.035831,0.036010,0.060070,0.038458,0,0,0,0,0,0,0.091868,0.078898,0.107327,0.085767,0.117273,1,0.064660,0.088748,0.070780,0.067028,0.068139,0.088814,0.072297,0.059291,0.086159,-0.001256,-0.001662
31,UWCP14_50C_7,54.00,1.98,0.5179,0.0150,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.048989,0.024362,0.036122,0.047250,0.044565,0.037049,0.045328,0.041930,0.041700,0.047628,0.037037,0.044608,0.043237,0.048830,0.044337,0.039757,0.056999,0.027808,0,0,0,0,0,0,0.055854,0.058592,0.064424,0.050700,0.080617,0.064660,1,0.047148,0.044204,0.043195,0.053558,0.050156,0.066822,0.066686,0.053166,-0.001122,-0.001957
32,UWCP14_50C_CA_11,50.00,0.74,0.5270,0.0160,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087255,0.037079,0.106786,0.055017,0.027218,0.030878,0.036449,0.038710,0.036472,0.058730,0.041022,0.076571,0.047989,0.050296,0.040002,0.032724,0.057595,0.031860,0,0,0,0,0,0,0.084857,0.064759,0.070055,0.083108,0.081590,0.088748,0.047148,1,0.111536,0.126722,0.051751,0.073329,0.067127,0.046157,0.069669,-0.001320,-0.001515
33,UWCP14_60C_2,66.00,2.31,0.4909,0.0157,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.059705,0.027356,0.073367,0.043196,0.022056,0.022928,0.038764,0.035979,0.032658,0.055769,0.053452,0.063842,0.045377,0.045317,0.041592,0.028850,0.044062,0.026643,0,0,0,0,0,0,0.069892,0.083338,0.073910,0.073645,0.073464,0.070780,0.044204,0.111536,1,0.097566,0.046195,0.052314,0.057132,0.039090,0.052918,-0.001001,-0.001261
34,UWCP14_70C_4,72.00,0.43,0.4903,0.0169,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.110097,0.146352,0.094762,0.049137,0.017273,0.026501,0.026914,0.029936,0.029740,0.039815,0.037237,0.062540,0.045607,0.036417,0.027674,0.023455,0.054692,0.033187,0,0,0,0,0,0,0.059084,0.048159,0.052934,0.051157,0.075196,0.067028,0.043195,0.126722,0.097566,1,0.038387,0.057257,0.060372,0.031597,0.054126,-0.001351,-0.001143
35,UWCP14_70C_CA_4,71.00,1.00,0.4930,0.0150,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.056972,0.019636,0.054710,0.043571,0.037740,0.034554,0.038379,0.046574,0.036432,0.045371,0.032387,0.040614,0.039480,0.042126,0.038676,0.040185,0.048294,0.029855,0,0,0,0,0,0,0.052017,0.060221,0.067471,0.053003,0.075047,0.068139,0.053558,0.051751,0.046195,0.038387,1,0.051952,0.059891,0.057120,0.054449,-0.000894,-0.001725
36,UWCP14_80C_2,78.00,1.28,0.4830,0.0152,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.091169,0.029940,0.107397,0.049498,0.033607,0.038633,0.029187,0.039709,0.034570,0.036886,0.027234,0.040353,0.041666,0.036827,0.028683,0.032250,0.050331,0.037140,0,0,0,0,0,0,0.087212,0.057696,0.067796,0.075942,0.079526,0.088814,0.050156,0.073329,0.052314,0.057257,0.051952,1,0.072804,0.047807,0.083216,-0.000957,-0.001466
37,UWCP14_8C_2,9.00,0.12,0.6329,0.0156,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076302,0.037963,0.058941,0.060312,0.050480,0.039857,0.056239,0.056389,0.050210,0.069741,0.042972,0.061416,0.060016,0.064707,0.064122,0.055223,0.088233,0.029729,0,0,0,0,0,0,0.093711,0.095942,0.077753,0.098717,0.105491,0.072297,0.066822,0.067127,0.057132,0.060372,0.059891,0.072804,1,0.074431,0.087380,-0.002051,-0.002712
38,UWCP14_8C_6,9.00,0.15,0.6475,0.0156,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.010856,0.007695,-0.037761,0.044090,0.073937,0.045506,0.063228,0.054809,0.060066,0.068788,0.038052,0.058784,0.042908,0.107294,0.061330,0.059185,0.065841,0.036478,0,0,0,0,0,0,0.058572,0.060647,0.071486,0.060273,0.091373,0.059291,0.066686,0.046157,0.039090,0.031597,0.057120,0.047807,0.074431,1,0.069554,-0.001115,-0.002981
39,UWCP14_8C_CA_4,9.00,0.12,0.6465,0.0166,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.090281,0.033230,0.063411,0.062563,0.067186,0.050096,0.054376,0.056985,0.053894,0.050163,0.034323,0.061592,0.046378,0.056616,0.049979,0.050724,0.059755,0.038376,0,0,0,0,0,0,0.102318,0.071851,0.089587,0.099054,0.099211,0.086159,0.053166,0.069669,0.052918,0.054126,0.054449,0.083216,0.087380,0.069554,1,-0.000917,-0.002542
40,ETH-1-1100-SAM,1100.00,10.00,0.1784,0.0217,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.001468,-0.000624,-0.001216,-0.000738,0.004122,0.010925,-0.001049,-0.000568,-0.000666,-0.001183,-0.000535,-0.001098,-0.002161,-0.001511,-0.000411,0.002133,-0.032349,-0.000380,0,0,0,0,0,0,-0.000892,-0.000920,-0.001135,-0.001038,-0.001505,-0.001256,-0.001122,-0.001320,-0.001001,-0.001351,-0.000894,-0.000957,-0.002051,-0.001115,-0.000917,1,0.292131
41,ETH-2-1100-SAM,1100.00,10.00,0.1920,0.0203,Anderson et al. (2021),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000032,0.000179,0.001738,-0.001775,-0.024669,0.010399,-0.002535,-0.002327,-0.002525,-0.002392,-0.001538,-0.002292,-0.001834,-0.002744,-0.002651,-0.018453,-0.014074,-0.000968,0,0,0,0,0,0,-0.002027,-0.002280,-0.002109,-0.002278,-0.002637,-0.001662,-0.001957,-0.001515,-0.001261,-0.001143,-0.001725,-0.001466,-0.002712,-0.002981,-0.002542,0.292131,1