UID,Session,Sample,d45,d46,d47,d48,d49
4514,Session0,ETH-3,5.443603333,12.41463,17.655535,24.94642167,41.07819833
4515,Session0,ETH-4,-6.333291667,-4.913648333,-11.707225,-9.640453333,2.006013333
4516,Session0,SANSA,5.183065,11.41757833,16.23311333,22.83875833,29.24962
4517,Session0,RODOLO,0.50358,17.88853,17.90041333,35.98954333,42.37096667
4518,Session0,PD5-31_3A,6.408393333,10.48821333,16.72660667,21.32209,61.348635
4519,Session0,PD5-78_0C,0.678138333,25.67983333,25.75618167,52.10922833,78.711055
4520,Session0,ETH-2,-6.287191667,-4.858273333,-11.83056,-9.648218333,5.901771667
4521,Session0,ETH-3,5.415993333,12.33330833,17.51510333,24.70671167,42.39541167
4522,Session0,F7304A,-0.262431667,21.55089833,20.61949833,43.60253667,68.35214833
4523,Session0,PD5-76_9a-A,0.683118333,22.48379,22.591175,45.53203333,68.1804
4524,Session0,ETH-1,5.70258,11.85135667,16.95707333,23.731885,53.98180333
4525,Session0,ETH-4,-6.35111,-4.974435,-11.780285,-9.810588333,13.27714167
4526,Session0,MERCK,-36.08415667,-1.813328333,-39.21651,-3.530315,-11.50593833
4527,Session0,PD5-DS2-B,8.77703,15.29924833,23.92428833,30.76875667,54.83502833
4528,Session0,LJ2010-5B-A,10.209045,-23.96678,-13.47221833,-47.06879167,-20.24155667
4529,Session0,ETH-2,-6.285336667,-4.854751667,-11.82135333,-9.694161667,11.91628833
4530,Session0,ETH-3,5.41737,12.32351,17.56109333,24.81912167,54.58226
4531,Session0,NBS-19,5.640841667,11.9626,17.05768667,23.887335,32.87982167
4532,Session0,PD5-78_0D,-0.381891667,18.925305,17.92458833,38.32292167,56.28532167
4533,Session0,F7304A,-0.274323333,21.50990667,20.59082833,43.46634,62.68024167
4534,Session0,LJ2010-5B-A,10.21917333,-23.97893167,-13.45998,-46.95432333,-12.15814833
4535,Session0,ETH-1,5.71583,11.95676333,17.22959333,24.13043333,104.5125
4536,Session0,ETH-4,-6.353508333,-4.89669,-11.725455,-9.755206667,-0.313901667
4537,Session0,NBS-18,-1.654913333,-9.378723333,-11.43530833,-18.581845,-12.64921167
4538,Session0,PD5-78_0C,0.676871667,25.67472167,25.66481833,52.100945,61.84758
4539,Session0,PD5-DS2-B,8.796196667,15.33279667,23.93057,30.71463333,42.44010167
4540,Session0,F7318A,-0.217376667,21.305495,20.37019,43.05007833,45.69629
4541,Session0,ETH-2,-6.27769,-4.786038333,-11.82095,-9.614323333,-14.23720167
4542,Session0,ETH-3,5.432483333,12.42314,17.52309,24.81711,14.91122
4543,Session0,IAEA-C1,6.07281,11.72817833,17.25866,23.41845833,20.583665
4544,Session0,PD5-31_3A,6.410966667,10.56021333,16.60548333,21.15924333,24.41330167
4545,Session0,PD5-78_0D,-0.407336667,18.91454333,17.563405,38.001765,-0.809371667
4546,Session0,SBR-10_0A,5.388786667,12.42069333,17.44173167,24.70251167,11.292
4547,Session0,ETH-1,5.695858333,11.87174333,16.95754167,23.80361333,36.51956167
4548,Session0,ETH-4,-6.333813333,-4.840173333,-11.713535,-9.567131667,-12.442055
4549,Session0,IAEA-C2,-4.114611667,5.092688333,0.47495,10.24654667,7.243335
4550,Session0,PD5-38_0B,4.415636667,13.33706,17.36046167,26.79490167,40.085375
4551,Session0,F7318A,-0.217873333,21.29723167,20.404155,43.12858667,42.45634167
4555,Session1,ETH-3,5.457726667,12.30612333,17.49299,24.62650167,25.47694
4556,Session1,ETH-1,5.71344,11.87289833,16.95230333,23.67641333,30.75463667
4557,Session1,ETH-4,-6.360668333,-5.005485,-11.92519667,-9.935963333,-25.47832667
4558,Session1,ETH-3,5.42549,12.40443167,17.55273167,24.83678,20.54106
4559,Session1,ETH-2,-6.308233333,-4.89426,-11.998825,-9.92779,-21.45687
4560,Session1,ETH-1,5.716265,11.89756833,16.92138667,23.69947667,18.90495167
4561,Session1,ETH-4,-6.32901,-4.909225,-11.77565,-9.763693333,-8.685935
4562,Session1,NBS-19,5.644125,11.98471,17.01957667,23.784285,13.08457833
4563,Session1,LJ2010-5B-A,10.200485,-24.02243833,-13.53866167,-47.14406667,-10.665355
4564,Session1,ETH-2,-6.304883333,-4.942525,-12.05503333,-9.76646,-7.922096667
4565,Session1,ETH-3,5.394303333,12.31213333,17.50293667,24.792145,41.64138
4566,Session1,SBR-50_5A,7.016301667,6.047363333,12.705545,12.02842667,-8.291798333
4567,Session1,PD5-38_0A,4.410315,14.06189333,17.99123,28.23902833,21.56928
4568,Session1,ETH-1,5.66972,11.80623,16.67188667,23.42853167,2.785536667
4569,Session1,ETH-4,-6.351826667,-4.971443333,-11.888345,-9.848671667,-19.820675
4570,Session1,ETH-3,5.420865,12.39231,17.70943667,24.95970667,70.97971833
4573,Session3,ETH-3,5.447026667,12.39323,17.662745,24.93270667,53.39187833
4574,Session3,ETH-4,-6.344223333,-4.953801667,-11.772725,-9.8308,3.830673333
4575,Session3,SBR-50_5A,7.020248333,6.094625,12.81077333,12.23059833,9.029231667
4576,Session3,F7309A,-0.208785,19.19632333,18.19335833,38.71524833,13.127875
4577,Session3,ETH-2,-6.249755,-4.788321667,-11.77868167,-9.536503333,-15.637235
4578,Session3,ETH-3,5.433918333,12.34730167,17.58047333,24.83163,47.72737
4579,Session3,SANSA,5.217986667,11.50488167,16.25630333,22.98423833,13.605345
4580,Session3,SBR-51_0A,7.314685,7.335725,14.32856167,14.66965,19.48020833
4581,Session3,PD3 52_5 BOTTOM,10.07914667,11.840435,21.72286167,23.68439,20.123515
4582,Session3,LJ2010-5B-A,10.24160167,-23.91363833,-13.41084333,-47.03047,-23.21766667
4583,Session3,ETH-1,5.760488333,11.94472333,17.04011167,23.78035167,32.04228
4584,Session3,ETH-4,-6.295318333,-4.84834,-11.65100833,-9.70003,-9.097345
4585,Session3,RODOLO,0.497578333,18.06073833,17.983495,36.458345,36.34350667
4586,Session3,PD3 88A TOP,8.86752,7.871341667,16.56931167,16.00010333,50.00694
4587,Session3,PD3 52_5 TOP,10.18188167,13.18116167,23.15472333,26.412475,39.293815
4588,Session3,ETH-2,-6.264526667,-4.824395,-11.86977667,-9.64428,-11.89045833
4589,Session3,ETH-3,5.477288333,12.49605333,17.65935167,24.99183833,16.317195
4590,Session3,NBS-19,5.69441,12.098075,17.274385,24.19171667,43.94764833
4591,Session3,SBR-50_5A,7.071785,6.162616667,12.869095,12.18584333,15.17632667
4592,Session3,SBR-C-B,5.365091667,2.538926667,7.57488,5.026433333,6.41793
4593,Session3,ETH-1,5.760596667,12.02927833,17.114665,24.01823833,22.09715333
4594,Session3,ETH-4,-6.300118333,-4.738916667,-11.61137167,-9.390495,-19.33600333
4595,Session3,NBS-18,-1.595896667,-9.209716667,-11.20601667,-18.31737667,-19.90081
4596,Session3,F7318A,-0.175851667,21.50721,20.60261,43.66029333,44.22559833
4597,Session3,PD3 52_5 BOTTOM,10.085745,12.199675,22.08245,24.44843,27.91723
4598,Session3,SBR-51-A,7.366221667,7.501375,14.55146167,14.949945,19.44172167
4599,Session3,ETH-2,-6.251161667,-4.719618333,-11.70557667,-9.379855,-1.433135
4600,Session3,ETH-3,5.472115,12.50175333,17.71614167,25.10925,35.881445
4601,Session3,IAEA-C2,-4.08756,5.172541667,0.61937,10.36452667,11.46840833
4602,Session3,PD3 52_5 TOP,10.12908333,12.653085,22.56597333,25.35399667,28.11833833
4603,Session3,SBR-C-B,5.32422,2.370081667,7.404648333,4.834658333,16.81935667
4604,Session3,PD3 88A BOTTOM,9.22398,13.34429333,22.39926167,26.77407333,55.88426833
4605,Session3,ETH-1,5.737646667,11.95726333,16.98902667,23.87918333,12.83705
4606,Session3,ETH-4,-6.296131667,-4.752983333,-11.59544333,-9.318983333,-11.04412333
4607,Session3,MERCK,-36.03862333,-1.672845,-39.20718,-3.377553333,-54.08413667
4608,Session3,PD3 52_5 BOTTOM,10.06536833,11.94358333,21.77757333,23.88934833,8.712995
4609,Session3,PD3 88A TOP,8.891218333,8.008545,16.469975,15.87171,-4.900161667
4610,Session3,SBR-51-A,7.351578333,7.454126667,14.50504,14.87463,21.72315167
4611,Session3,ETH-2,-6.247953333,-4.72708,-11.819635,-9.621345,-22.812375
4612,Session3,ETH-3,5.474966667,12.48297167,17.64233333,25.122905,17.90534167
4613,Session3,IAEA-C1,6.160655,11.89344667,17.30183333,23.50045667,3.387628333
4614,Session3,LJ2010-5B-A,10.19425667,-23.69504667,-13.30690667,-46.61789333,-42.82732333
4615,Session3,PD3 88A BOTTOM,9.234903333,13.36066,22.22154833,26.70621833,11.45758333
4616,Session3,ETH-1,5.769541667,11.99186,16.84216833,23.80065167,-42.99403667
4617,Session3,ETH-4,-6.281306667,-4.783628333,-11.82594667,-9.792866667,-50.39623667
4619,Session4,ETH-3,5.434416667,12.375535,17.49503833,24.81256333,18.69659833
4620,Session4,ETH-1,5.725418333,11.979345,17.07946667,23.97697833,26.63514167
4621,Session4,ETH-2,-6.290588333,-4.84304,-11.951085,-9.753078333,-16.94556667
4622,Session4,ETH-3,5.428783333,12.41221333,17.32714833,24.72157167,-1.252993333
4623,Session4,PD5-78-C,0.691151667,25.71353667,25.58959667,52.10922,31.84945333
4624,Session4,F6975A,2.12144,19.06498333,20.64329333,38.43651833,50.90231333
4625,Session4,PD3-57_8,9.63636,12.567915,21.95561167,25.12072833,28.49099
4626,Session4,ETH-2,-6.267203333,-4.806705,-11.80929333,-9.60516,5.002381667
4627,Session4,ETH-3,5.42847,12.38319833,17.56296833,24.79194167,34.44995833
4628,Session4,RODOLO,0.513316667,17.95756,17.92244333,36.15186,49.21213
4629,Session4,SBR-10_0A,10.05915,15.41794333,25.33251167,31.01354667,39.16077833
4630,Session4,PD3-52_5 BOTTOM,9.99763,11.85989167,21.66543833,23.72939,26.61791667
4631,Session4,ETH-1,5.725576667,11.88495833,16.92776667,23.70380333,10.76915833
4632,Session4,ETH-4,-6.319751667,-4.875151667,-11.736355,-9.663106667,-17.30825667
4633,Session4,MERCK,-36.071,-1.783175,-39.31655167,-3.580198333,-49.74654833
4634,Session4,PD5-31_3-A,6.378693333,10.492105,16.54102667,21.27621167,45.31785333
4635,Session4,PD3-88A BOTTOM,9.182865,13.185775,22.14922667,26.56202167,38.28595
4636,Session4,ETH-2,-6.261995,-4.799506667,-11.86385167,-9.60113,-18.23547167
4637,Session4,ETH-3,5.458925,12.438405,17.570815,24.89011167,14.99126667
4638,Session4,SANSA,5.19723,11.46382,16.27251333,22.993315,22.98027167
4639,Session4,SBR-M-A,7.527748333,11.05700667,18.32301833,22.28857167,29.10660667
4640,Session4,PD5-38-A,4.419633333,14.10577167,18.05242333,28.31066167,20.1467
4641,Session4,PD3-52_5 TOP,10.125165,12.61966667,22.50660833,25.18221167,21.68181
4642,Session4,ETH-1,5.737891667,11.97396833,16.97847833,23.81844833,3.251318333
4643,Session4,ETH-4,-6.321536667,-4.837163333,-11.68234,-9.537151667,-10.20615333
4644,Session4,IAEA-C2,-4.115306667,5.114558333,0.414935,10.02226333,-13.68409167
4645,Session4,PD3-57_8,9.658885,12.77726667,22.24241333,25.61680333,34.53867333
4646,Session4,SBR-14_5A,7.020398333,11.024135,17.75085667,22.08437833,24.48081833
4647,Session4,PD3-44_56,5.489473333,4.288951667,9.912016667,10.10245,268.6513583
4648,Session4,ETH-2,-6.275216667,-4.81911,-11.83042,-9.605738333,-8.563675
4649,Session4,ETH-3,5.412716667,12.38213333,17.38484333,24.67323833,5.839025
4650,Session4,NDS-19,5.655953333,12.050655,17.17959167,24.06025833,36.51926667
4651,Session4,PD5-78-C,0.693786667,25.79796,25.74864333,52.326555,52.53084
4652,Session4,PD3-88A BOTTOM,9.164096667,13.22751333,22.16626333,26.49686333,35.87203
4653,Session4,PD5-31_3A,6.438936667,10.57517,16.61056167,21.16891167,17.96821833
4654,Session4,ETH-1,5.734621667,11.99163167,17.03082833,23.90644833,19.06024167
4655,Session4,ETH-4,-6.329505,-4.85567,-11.70893167,-9.774055,-12.804045
4656,Session4,NBS-18,-1.62203,-9.240266667,-11.37156667,-18.55141833,-42.95251167
4657,Session4,SBR-10_0A,10.04433667,15.40093833,25.19468,30.7801,10.323925
4658,Session4,PD3-52_5 BOTTOM,10.05694167,11.987435,21.83989167,23.88992167,10.31862833
4659,Session4,F7309A,-0.216551667,19.40579667,18.50156667,39.100015,42.886245
4660,Session4,ETH-2,-6.252681667,-4.7708,-12.00568667,-9.816535,-59.71516833
4661,Session4,ETH-3,5.447103333,12.43587167,17.46968667,24.76106667,-6.275393333
4662,Session4,IAEA-C1,6.13375,11.82714833,17.17918,23.39424667,-30.33525333
4663,Session4,PD3-44_56,8.063563333,12.33813833,20.060315,24.64380167,21.52254
4664,Session4,PD3-52_5 TOP,10.11224667,12.39367667,22.24343,24.74440833,9.181475
4665,Session4,ETH-1,5.691,11.78695333,16.690855,23.25836833,-6.399968333
4666,Session4,ETH-4,-6.282288333,-4.862448333,-11.75051167,-9.884835,-40.47295667
6946,Session5,ETH-3,4.815581667,12.53740333,17.00882667,25.11209167,-18.67307833
6947,Session5,ETH-2,-6.855955,-4.59284,-12.29815,-9.257005,-58.62173333
6948,Session5,ETH-4,-6.925326667,-4.7144,-12.2678,-9.53477,-63.19555833
6950,Session6,ETH-3,4.808823333,12.54085,17.014165,24.95884833,-10.61099667
6951,Session6,ETH-4,-6.920396667,-4.684263333,-12.22155833,-9.440448333,-58.00223
6952,Session6,MERCK,-36.66119167,-1.635311667,-39.80546,-3.49773,-77.615625
6953,Session6,ETH-1,5.080923333,12.06360833,16.39041833,23.85901167,-19.46787333
6954,Session6,LJ2010-12A-Z2A,9.541643333,-24.263325,-14.530655,-47.84490333,-70.46622833
6955,Session6,LJ2010-12A-Z1A,9.032415,-25.54072,-16.35506,-50.24764,-76.515655
6956,Session6,LJ2010-5B-A,9.572838333,-23.75197667,-14.01767833,-46.882125,-70.00174
6957,Session6,ETH-3,4.836248333,12.58907833,17.06459667,25.22028,-19.77520667
6958,Session6,ETH-2,-6.861235,-4.647095,-12.33765833,-9.416156667,-60.46029333
6959,Session6,LJ2010-12A-Z1A,9.110411667,-25.62114333,-16.35544667,-50.40032,-79.69584833
6960,Session6,LJ2010-5B-A,9.590903333,-23.72009167,-13.96116833,-46.77192333,-69.06227333
6961,Session6,LJ2010-12A-Z2A,9.570041667,-24.25956333,-14.52554333,-47.94337667,-89.41627833
6962,Session6,ETH-1,5.088496667,11.991895,16.322595,23.707855,-32.14856667
6963,Session6,ETH-4,-6.96434,-4.81324,-12.40764333,-9.831361667,-60.46257167
6964,Session6,LJ2010-5B-A,9.59583,-23.71281333,-13.95922333,-46.872055,-69.17269833
6965,Session6,LJ2010-12A-Z2A,9.556176667,-24.28836833,-14.60408,-47.896735,-73.80902667
6966,Session6,LJ2010-12A-Z1A,9.027071667,-25.71614667,-16.52283833,-50.67538833,-72.856935
6967,Session6,ETH-3,4.788176667,12.40267667,16.80061,24.75884667,-26.61930833
6968,Session6,ETH-2,-6.827868333,-4.436445,-12.11777667,-9.058263333,-59.494345
6969,Session6,LJ2010-12A-Z1A,9.11232,-25.52163167,-16.25757833,-50.29244,-76.75130833
6970,Session6,LJ2010-12A-Z2A,9.580288333,-24.241785,-14.51070333,-47.78510667,-86.111155
6971,Session6,LJ2010-5B-A,9.604963333,-23.7063,-13.94899167,-46.73334833,-76.76976
6972,Session6,ETH-4,-6.91891,-4.688196667,-12.237605,-9.435446667,-64.78936333
6973,Session6,ETH-1,5.095356667,12.04162833,16.36056833,23.86392833,-28.03611167
6974,Session6,LJ2010-12A-Z2A,9.552918333,-24.249355,-14.55678833,-47.710045,-75.58940167
6975,Session6,LJ2010-12A-Z1A,9.150756667,-25.43847,-16.16021667,-50.06807833,-85.62734
6976,Session6,MERCK,-36.64433667,-1.5246,-39.70407833,-3.247555,-79.05652167
6977,Session6,ETH-2,-6.877248333,-4.579753333,-12.32421167,-9.244963333,-67.17787667
6978,Session6,ETH-4,-6.93274,-4.624608333,-12.21564167,-9.31967,-67.10608
6979,Session6,LJ2010-5B-A,9.602415,-23.58809667,-13.834945,-46.55269333,-77.95126167
6980,Session6,LJ2010-12A-Z1A,9.043425,-25.48518167,-16.28848167,-50.09073667,-90.57668833
6981,Session6,LJ2010-12A-Z2A,9.559813333,-24.199425,-14.49419167,-47.67894333,-75.57693167
6982,Session6,ETH-1,5.119081667,12.144865,16.52645333,24.17499833,-30.44838
6983,Session6,ETH-3,4.829256667,12.66732,17.10712833,25.26234167,-23.26415833
6987,Session7,ETH-3,4.766636667,12.39074833,16.77105667,24.61934333,-30.457625
6988,Session7,ETH-2,-6.861368333,-4.636858333,-12.38208667,-9.436125,-63.67573167
6989,Session7,MERCK,-36.65897333,-1.655453333,-39.848915,-3.440278333,-82.19666
6990,Session7,LJ2010-12A-Z1A,9.212253333,-25.56777667,-16.18515167,-50.3777,-80.66634167
6991,Session7,LV26NOV10-2A,12.305335,-15.03337667,-2.618258333,-29.822115,-65.33466167
6992,Session7,LJ2010-5B-A,9.594665,-23.76596,-14.05228833,-46.87804167,-80.49717833
6993,Session7,ETH-1,5.10722,12.04275333,16.398425,23.822905,-27.54044333
6994,Session7,ETH-4,-6.931811667,-4.750651667,-12.332535,-9.727335,-60.05039167
6995,Session7,LV26NOV10-2A,12.71718333,-15.052195,-2.214348333,-30.01066667,-59.02864
6996,Session7,LJ2010-12A-Z1A,9.07769,-25.61118,-16.39141667,-50.41647,-73.79504333
6997,Session7,F6975-B,0.766706667,16.67285,16.72461667,33.40842333,-18.94189667
6998,Session7,ETH-3,4.826001667,12.54997,16.99357,24.99844333,-24.32677833
6999,Session7,ETH-2,-6.852168333,-4.630735,-12.372095,-9.489533333,-64.26257667
7000,Session7,PD5-81-B,6.748176667,15.605075,21.92192667,31.19302333,-18.92120333
7001,Session7,LJ2010-12A-Z1A,9.070906667,-25.53174,-16.31171,-50.303465,-79.94140667
7002,Session7,LV26NOV10-2A,12.76947167,-15.04211,-2.146835,-29.80990167,-63.04097
7003,Session7,ETH-2,-6.842958333,-4.64576,-12.33567167,-9.458966667,-65.9615
7004,Session7,ETH-3,4.834516667,12.539585,16.99488167,24.99708833,-26.92142167
7005,Session7,F6975-B,0.732461667,16.56273333,16.56388833,33.117915,-11.853655
7006,Session7,PD5-76_8-B,0.31845,21.003265,20.54309333,42.19104167,-10.48574833
7007,Session7,PD5-76_8-C,0.120466667,23.65218667,23.06055333,47.71846667,23.46816
7008,Session7,ETH-1,5.109393333,12.04404167,16.40104833,23.712295,-25.08488333
7009,Session7,ETH-4,-6.904365,-4.707073333,-12.24604333,-9.519175,-65.20016833
7010,Session7,LV26NOV10-2A,12.83010667,-14.97448167,-2.023433333,-29.725965,-60.99896667
7011,Session7,LJ2010-12A-Z1A,9.197978333,-25.51312833,-16.14888833,-50.32779167,-85.76889167
7012,Session7,IAEA-C1,5.499661667,11.977595,16.84067833,23.73675333,-27.82877167
7013,Session7,ETH-1,5.098373333,12.07907333,16.39619833,23.95223167,-24.509185
7014,Session7,ETH-3,4.845943333,12.62998,17.10508333,25.18022667,-18.489305
7015,Session7,PD5-76_8-C,0.118165,23.811745,23.101885,47.99205167,-10.57036833
7016,Session7,PD5-76_9a-D,-2.368201667,18.18547667,14.95113333,36.47198833,-17.97109333
7017,Session7,PD5-81-B,6.808065,15.77225667,22.16518833,31.50085167,-15.18258667
7018,Session7,ETH-2,-6.844353333,-4.573858333,-12.29350833,-9.294653333,-64.78894333
7019,Session7,ETH-4,-6.926603333,-4.65023,-12.242025,-9.452966667,-58.49734667
7020,Session7,F6975-B,0.688243333,16.43951667,16.42815833,32.87033667,-24.10765833
7021,Session7,PD5-81-B,6.797603333,15.76914167,22.146,31.52391167,-18.474555
7022,Session7,PD5-91-D,3.737471667,14.01276,17.20728333,27.974445,-17.28941167
7023,Session7,ETH-4,-6.928146667,-4.64576,-12.20651,-9.383706667,-63.342385
7024,Session7,ETH-1,5.088026667,12.05559667,16.36641,23.91578,-23.61089333
7025,Session7,PD5-76_8-C,0.101645,23.68010667,22.975265,47.73114333,-9.778886667
7026,Session7,F6975-B,0.697116667,16.528295,16.52869333,33.12079,-22.90416167
7027,Session7,PD5-81-B,6.789818333,15.73375,22.114365,31.52647833,-12.60388333
7028,Session7,ETH-3,4.82745,12.613655,17.07725833,25.21539167,-23.32270333
7029,Session7,ETH-2,-6.862665,-4.605223333,-12.33400333,-9.415645,-59.84370333
7030,Session7,PD5-76_8-C,0.097026667,23.71480833,22.96839667,47.73791833,-7.55897
7852,Session8,ETH-3,4.576383333,12.00137833,16.1527,23.71209333,-29.91669
7853,Session8,ETH-2,-7.052678333,-5.15311,-13.107515,-10.63915333,-66.74873667
7854,Session8,ETH-1,4.965503333,11.75394167,15.91325167,23.21336667,-24.95092667
7855,Session8,IAEA-C2,-4.772678333,4.633093333,-0.767913333,9.136206667,-45.30068667
7856,Session8,LJ2010-12A-Z1A,8.728745,-25.98509333,-17.13011333,-51.10522333,-81.89605167
7857,Session8,LV26NOV10-2A,12.831905,-15.51758,-2.593151667,-30.76244833,-60.837615
7858,Session8,LF2012-D1-A,5.322533333,-13.62295667,-8.312056667,-27.16536167,-65.472115
7859,Session8,ETH-3,4.639831667,12.09708333,16.30272667,24.05328667,-29.65186333
7860,Session8,ETH-4,-7.108913333,-5.21303,-12.97628667,-10.56834333,-65.21486833
7861,Session8,LF2012-9_7-A,4.520523333,-13.76471667,-9.287625,-27.501505,-63.895455
7862,Session8,LJ2010-12A-Z1A,8.876248333,-26.141585,-17.12372833,-51.46617833,-75.58889333
