Session,UID,Sample,SampleMass,ColdFingerPressure,d45,d46,d47,sd47,d48,d49
2017-09,E722,ETH-1,2.05,100.3,5.411341,2.989910,7.878832,0.011449,5.757694,-0.553620
2017-09,E725,ETH-3,2.15,100.9,5.130136,3.389180,8.330842,0.009959,6.880181,-0.053218
2017-09,E730,ETH-2,2.16,104.3,-6.386433,-13.267642,-20.057829,0.007359,-26.504047,-0.485426
2017-09,E737,ETH-3,2.25,107.8,5.143842,3.398914,8.331172,0.009777,6.619780,-0.205297
2017-09,E738,ETH-1,2.10,98.6,5.401891,2.973894,7.839788,0.009025,5.757188,-0.072306
2017-09,E741,ETH-3,2.11,101.5,5.111031,3.281491,8.189723,0.009658,6.425261,0.026606
2017-09,E742,BDV-7E,2.40,120.6,2.354688,4.195525,6.260893,0.008860,8.320787,-0.417879
2017-09,E743,BDV-7H,2.13,100.3,2.200829,5.700616,7.592392,0.009331,11.326059,-0.590789
2017-09,E744,BDV-3E,2.16,103.9,2.886150,4.245202,6.830260,0.009697,8.454106,-0.038037
2017-09,E746,ETH-2,2.04,100.1,-6.383239,-13.218849,-20.018116,0.010222,-26.302191,0.257034
2017-09,E747,BDV-3H,2.01,97.6,2.538925,6.510397,8.735027,0.010538,12.989902,0.313903
2017-09,E748,BDV-2E,2.03,87.6,2.941751,4.407892,7.080972,0.009166,8.785366,-0.393833
2017-09,E749,BDV-2H,2.01,96.2,2.884018,6.051487,8.643284,0.009800,11.955855,0.531304
2017-09,E754,ETH-1,2.02,98.5,5.420640,3.035197,7.946783,0.009022,5.906806,-0.008081
2017-09,E755,BDV-5H,2.03,95.8,2.557484,6.312758,8.557880,0.009818,12.433523,0.156603
2017-09,E756,BDV-5E,2.06,91.2,2.393665,4.437034,6.518896,0.009589,8.791952,0.265077
2017-09,E758,ETH-3,2.18,100.0,5.118539,3.322820,8.262969,0.009380,6.574326,0.505019
2017-09,E760,BDV-6H,2.08,98.2,2.423507,6.090177,8.214792,0.009660,11.891117,-0.101371
2017-09,E761,BDV-6E,2.00,93.7,2.479370,4.397866,6.604315,0.009853,8.684893,-0.972017
2017-09,E763,ETH-1,2.20,108.4,5.403541,2.998108,7.908578,0.010156,5.659358,0.454104
2017-09,E764,BDV-2H,2.05,94.0,2.839892,6.134288,8.687043,0.008499,12.059996,0.331413
2017-09,E765,BDV-5H,2.09,102.5,2.514411,6.197634,8.413250,0.009394,12.320014,-0.063624
2017-09,E766,BDV-5E,2.00,95.1,2.395266,4.351312,6.466771,0.009513,8.726034,-0.558184
2017-09,E767,BDV-6E,2.00,94.8,2.483221,4.455927,6.658924,0.010535,8.811766,-0.341450
2017-09,E768,ETH-3,2.09,76.1,5.100715,3.233954,8.143391,0.011042,6.470467,-0.344126
2017-09,E769,BDV-6H,2.10,100.1,2.400993,6.151489,8.255953,0.009796,12.288294,-0.231227
2017-09,E770,BDV-2E,2.08,96.9,2.842564,4.234145,6.804664,0.009142,8.212318,0.046430
2017-09,E771,BDV-7E,2.04,91.2,2.384634,4.216395,6.316151,0.009703,8.359379,-0.278383
2017-09,E772,BDV-7H,2.17,109.3,2.251203,5.880004,7.797675,0.009987,11.413260,0.348011
2017-09,E773,BDV-3H,2.10,87.6,2.496115,6.369812,8.562572,0.009032,12.651140,0.366403
2017-09,E774,ETH-3,2.10,87.1,5.108550,3.293309,8.215608,0.009763,6.403928,-0.297195
2017-09,E775,BDV-7H,2.06,79.7,2.264408,5.717912,7.674117,0.009854,11.372378,-0.150842
2017-09,E776,BDV-2E,2.12,90.8,2.840394,4.214750,6.761794,0.010183,8.377501,-0.751917
2017-09,E777,BDV-2H,2.00,88.5,2.794134,5.975739,8.505510,0.009441,11.779347,0.300039
2017-09,E778,ETH-2,2.08,101.6,-6.482829,-13.424524,-20.317550,0.009832,-26.848064,-0.678196
2017-09,E779,BDV-7E,2.11,97.4,2.393067,4.356157,6.474346,0.008912,8.490527,-0.335059
2017-09,E780,ETH-1,2.09,83.1,5.401296,2.947965,7.820430,0.010171,5.837085,-0.216309
2017-09,E781,BDV-7H,2.08,65.8,2.276126,5.772534,7.732818,0.011870,11.653682,-1.004900
2017-09,E782,BDV-3E,2.03,83.0,2.936214,4.312910,6.977435,0.009697,8.480953,-0.261420
2017-09,E783,BDV-3H,2.16,99.9,2.507398,6.489112,8.694347,0.009398,13.068709,0.340924
2017-09,E784,ETH-3,2.15,109.7,5.118708,3.276057,8.220193,0.008960,6.280277,-0.258147
2017-09,E785,BDV-2E,2.01,91.5,2.850065,4.239463,6.817804,0.009828,8.492497,0.228364
2017-09,E786,BDV-2H,2.05,97.9,2.807290,6.013467,8.529323,0.010712,12.109964,0.113739
2017-09,E787,ETH-3,2.15,103.6,5.152817,3.319248,8.303446,0.009245,6.484494,0.411313
2017-09,E788,BDV-7E,2.11,90.5,2.394377,4.276937,6.379648,0.010314,8.512263,-0.086635
2017-09,E789,BDV-3E,2.02,97.5,2.951728,4.320828,6.995273,0.009899,8.629201,0.671534
2017-09,E790,BDV-3H,2.16,100.3,2.559365,6.488147,8.734455,0.010039,12.950187,0.763320
2017-09,E791,ETH-2,2.15,104.9,-6.445121,-13.359511,-20.205288,0.010234,-26.561062,-0.193929
2017-09,E792,BDV-5H,2.11,100.9,2.498854,6.163294,8.361175,0.009234,12.163378,-0.249700
2017-09,E793,BDV-5E,2.17,97.4,2.346901,4.275382,6.340121,0.009198,8.570717,-0.076779
2017-09,E794,BDV-6E,2.00,97.2,2.485333,4.387280,6.592643,0.008868,8.795071,0.511376
2017-09,E795,ETH-3,2.00,99.6,5.156615,3.488662,8.447962,0.009310,6.816570,1.136603
2017-09,E796,BDV-6H,2.14,101.5,2.415458,6.319694,8.434322,0.009290,12.745965,0.113507
2017-09,E797,BDV-5H,2.09,98.8,2.438557,6.065433,8.210669,0.010938,12.124170,0.453064
2017-09,E798,ETH-1,2.12,103.1,5.378473,2.902149,7.743629,0.010776,5.625492,0.142057
2017-09,E799,BDV-5E,2.05,97.1,2.368605,4.428371,6.504643,0.009554,9.015535,0.191319
2017-09,E800,BDV-6H,2.02,94.6,2.408205,6.234734,8.351045,0.010043,12.212685,-0.089894
2017-09,E801,ETH-3,2.00,85.5,5.090228,3.253145,8.161559,0.010566,6.376275,-0.395526
2017-09,E802,BDV-3E,1.92,92.8,2.846567,4.245513,6.815654,0.009293,8.464155,-0.301948
2017-09,E803,ETH-2,2.25,110.4,-6.408866,-13.304652,-20.131397,0.008272,-26.432642,-0.746276
2017-11,E1024,TW1,2.02,119.5,4.969288,4.461106,9.179338,0.009662,8.663421,-0.097675
2017-11,E1025,TW2,2.19,111.8,4.069035,4.097820,7.895692,0.009576,7.856390,-0.079971
2017-11,E1026,ETH-3,2.22,96.5,5.130745,3.316369,8.245686,0.008998,6.381430,-0.103221
2017-11,E1027,TW3,2.01,102.6,4.597628,4.187588,8.544428,0.011268,8.297441,1.174469
2017-11,E1028,TW4,2.12,99.1,4.670184,4.211712,8.645569,0.009156,8.105152,-0.774802
2017-11,E1029,PY1,2.17,112.4,4.155634,7.746652,11.595784,0.008763,15.290914,1.246178
2017-11,E1030,PY2,2.03,96.5,4.254957,7.541415,11.506591,0.009729,14.780929,0.027875
2017-11,E1031,ETH-3,2.14,97.5,5.055249,3.183774,8.051205,0.010717,5.965169,-0.816384
2017-11,E1032,ETH-2,2.15,103.7,-6.395937,-13.181382,-19.922666,0.010173,-26.061166,-0.146333
2017-11,E1033,PY3,2.20,101.8,4.607786,7.476204,11.794830,0.009489,14.573970,-0.128835
2017-11,E1034,PY4,2.09,96.3,4.733905,7.543304,11.994695,0.010229,14.555522,0.234671
2017-11,E1035,PY5,2.19,102.5,4.459247,7.404964,11.587237,0.009380,14.540430,-1.062993
2017-11,E1036,ETH-3,2.10,96.5,5.110701,3.205420,8.116004,0.010088,6.291584,-0.150203
2017-11,E1037,PY4,2.00,91.2,4.707559,7.479768,11.906833,0.009587,14.744984,0.053008
2017-11,E1038,PY5,2.10,94.1,4.428516,7.323705,11.475729,0.010666,14.251579,-0.157913
2017-11,E1039,PY3,2.13,97.2,4.548877,7.449837,11.729330,0.010218,14.632803,-0.370050
2017-11,E1040,TW1,2.15,96.3,4.977649,4.489660,9.219622,0.010169,8.757632,0.091619
2017-11,E1041,TW2,2.15,105.7,4.023196,4.081347,7.839820,0.010538,7.969814,0.748634
2017-11,E1042,ETH-3,2.05,93.8,5.118011,3.303654,8.219268,0.010861,6.431547,-0.394627
2017-11,E1043,TW3,2.13,99.5,4.581686,4.131513,8.478348,0.009537,8.128502,-0.161256
2017-11,E1044,TW4,2.16,102.6,4.664399,4.221214,8.636332,0.009753,8.197185,0.280967
2017-11,E1045,PY1,2.10,102.2,4.151483,7.723624,11.613846,0.009679,15.247058,-0.656251
2017-11,E1046,PY2,2.14,100.3,4.273096,7.514029,11.481895,0.009804,14.511441,0.025617
2017-11,E1047,ETH-1,2.14,96.4,5.334320,2.743059,7.586861,0.008139,5.231061,0.933039
2017-11,E1048,PY3,2.18,101.6,4.606701,7.513705,11.839716,0.009581,14.751512,0.181365
2017-11,E1049,ETH-3,2.15,99.6,5.131940,3.326964,8.264389,0.010274,6.335061,-0.196696
2017-11,E1050,PY4,2.07,95.7,4.728988,7.544918,11.979793,0.009548,14.629031,-0.001823
2017-11,E1051,PY5,2.01,95.0,4.451229,7.374314,11.558407,0.010361,14.415218,-0.208567
2017-11,E1052,TW1,2.02,97.9,4.956793,4.292149,9.007407,0.008614,8.315675,-0.025048
2017-11,E1053,ETH-2,2.05,99.7,-6.450744,-13.289661,-20.098799,0.010537,-26.457499,-0.877506
2017-11,E1054,TW2,2.12,95.3,3.964205,3.886987,7.602773,0.010496,7.447533,-0.571488
2017-11,E1055,TW3,2.03,94.2,4.541576,4.040496,8.352907,0.011806,7.881408,-0.014838
2017-11,E1056,ETH-1,2.16,104.1,5.418287,2.996057,7.903092,0.009794,5.546118,0.206645
2017-11,E1057,TW1,2.08,99.5,5.032116,4.468464,9.253770,0.010127,8.773071,0.192924
2017-11,E1058,TW2,2.08,100.9,4.020569,4.094465,7.866956,0.009819,7.966974,-0.570644
2017-11,E1059,TW3,2.13,102.1,4.581634,4.228539,8.569664,0.009186,8.148598,-0.564303
2017-11,E1060,ETH-3,2.02,94.6,5.101943,3.276554,8.187500,0.011384,6.349380,-0.958431
2017-11,E1061,PY3,2.01,99.2,4.570375,7.441133,11.737114,0.009385,14.412361,-0.011987
2017-11,E1062,PY4,2.14,105.5,4.687429,7.473633,11.886536,0.010089,14.633993,-0.066407
2017-11,E1063,PY5,2.14,100.5,4.430934,7.351172,11.525813,0.008403,14.264598,-0.138819
2017-11,E1064,PY1,2.09,90.6,4.102456,7.672015,11.471178,0.010354,15.190848,-0.370783
2017-11,E1065,TW4,2.02,97.5,4.695416,4.314599,8.781861,0.009563,8.391384,1.245243
2017-11,E1066,ETH-2,2.14,105.7,-6.406292,-13.029953,-19.799899,0.010467,-25.679644,-0.205433
2017-11,E1067,PY2,2.19,103.2,4.292721,7.645176,11.672963,0.010269,15.129920,0.403071
2017-11,E1068,PY1,2.14,102.6,4.180534,7.784884,11.674805,0.011400,15.340179,-0.499315
2017-11,E1069,TW4,2.06,92.4,4.661234,4.224918,8.659136,0.011728,8.118313,-0.025542
2017-11,E1070,PY2,2.17,100.1,4.252999,7.539264,11.516702,0.010672,14.795285,-0.308999
2017-11,E1071,ETH-3,2.21,104.7,5.080652,3.260607,8.144297,0.008509,6.332268,0.087167
2017-11,E1072,TW1,2.06,103.0,4.934888,4.217695,8.903936,0.010214,8.162921,-0.764495
2017-11,E1073,ETH-3,2.20,102.3,5.148452,3.392700,8.345603,0.010179,6.641360,-0.478215
2017-11,E1077,ETH-1,2.08,101.1,5.335364,2.786196,7.613851,0.009566,5.319073,0.320023
2017-11,E1084,ETH-3,2.06,98.0,5.123991,3.313584,8.220448,0.010466,6.369821,-0.576019
2017-11,E1086,ETH-1,2.18,108.1,5.344910,2.811089,7.644770,0.009863,5.401531,-0.031364
2017-11,E1090,ETH-1,2.17,105.6,5.384722,2.882130,7.739914,0.010268,5.350285,0.032093
2017-11,E1093,ETH-3,2.11,98.6,5.120913,3.235875,8.163827,0.009517,6.236292,0.113112
2017-11,E1097,ETH-1,2.12,102.2,5.396259,3.029202,7.932635,0.009789,5.713576,-0.749546
2017-11,E1104,ETH-3,2.15,99.1,5.067029,3.187382,8.039575,0.010303,6.049278,-0.472526
2017-11,E1106,T1-E,2.03,91.3,6.674166,7.728344,14.179120,0.009148,15.024174,-0.130407
2017-11,E1107,ETH-3,2.13,103.6,5.151896,3.394670,8.353178,0.009952,6.453123,0.101055
2017-11,E1108,T2-E,2.06,100.1,6.700877,7.772308,14.281016,0.010168,15.283332,0.590893
2017-11,E1109,T3-E,2.04,95.5,6.573987,7.650869,14.026400,0.011116,14.954553,0.197667
2017-11,E1110,T4-E,2.03,90.9,6.783222,7.532967,14.116178,0.010113,14.709520,0.050767
2017-11,E1111,BDV-6E,2.10,99.7,2.394296,4.508423,6.593935,0.009454,8.495893,0.088740
2017-11,E1112,T1-E,2.04,94.7,6.512367,7.553065,13.844879,0.009663,14.687927,-0.782790
2017-11,E1113,ETH-1,2.22,106.7,5.329889,2.741336,7.564777,0.009121,5.171292,-0.433199
2017-11,E1114,T2-E,2.01,85.2,6.727558,7.823780,14.327618,0.011104,15.271842,1.012109
2017-11,E1115,T3-E,2.09,94.7,6.621110,7.703379,14.111655,0.010517,14.936315,-0.152075
2017-11,E1116,ETH-2,2.13,101.8,-6.412593,-13.214143,-19.972815,0.009814,-26.078229,-0.053745
2017-11,E1117,T4-E,2.00,92.9,6.782028,7.501679,14.093384,0.009242,14.665253,-0.531260
2017-11,E1118,T1-E,2.05,99.8,6.637568,7.600144,14.016509,0.009122,14.734990,-0.150544
2017-11,E1119,T3-E,2.02,94.2,6.543841,7.576835,13.929166,0.009486,14.748366,-0.298087
2017-11,E1120,ETH-3,2.00,89.3,5.073612,3.177883,8.056257,0.010824,6.064175,-0.810129
2017-11,E1121,T2-E,2.02,91.4,6.643356,7.614681,14.043746,0.009431,14.716468,-0.652983
2017-11,E1122,ETH-3,2.19,93.3,5.157080,3.431196,8.380707,0.008542,6.849576,-0.626893
2017-11,E1123,T4-E,2.10,91.5,6.805952,7.642730,14.250062,0.009703,14.993886,-0.102775
2017-11,E1124,T1-E,2.15,102.9,6.610637,7.705096,14.093602,0.009296,14.912443,0.072714
2017-11,E1125,T2-E,2.01,95.5,6.689221,7.791092,14.251293,0.010323,15.345260,-0.496137
2017-11,E1126,ETH-1,2.00,99.6,5.379610,2.860894,7.721348,0.010259,5.438690,-0.346470
2017-11,E1127,T3-E,2.02,94.2,6.554835,7.644034,13.987696,0.008732,14.783593,-0.050146
2017-11,E1128,T4-E,2.12,102.6,6.747908,7.464679,14.003863,0.010439,14.577956,0.085912
2017-11,E1129,TES-2E,2.15,94.3,2.512359,3.803478,6.013474,0.010645,7.392155,-1.775239
2017-11,E1130,Ad1,2.07,97.8,5.712538,9.590174,15.063840,0.011759,19.079241,0.376270
2017-11,E1131,Ad3a,2.26,105.8,5.547230,9.554860,14.870274,0.009905,18.685442,-0.101342
2017-11,E1132,Ad3l,2.20,102.7,5.564314,9.546357,14.872494,0.009436,18.648807,-0.973107
2017-11,E1133,ETH-2,2.12,102.6,-6.422801,-13.211048,-19.962363,0.011068,-26.035466,-0.492862
2017-11,E1134,Ad3a,2.34,110.3,5.571386,9.548727,14.874996,0.008575,18.783043,0.053068
2017-11,E1135,Ad3l,2.09,99.6,5.537687,9.485536,14.774445,0.008194,18.328699,0.273663
2017-11,E1136,Ad1,2.29,111.2,5.635047,9.419198,14.798421,0.009703,18.344612,-0.094961
2017-11,E1137,ETH-3,2.21,103.4,5.067240,3.174686,8.012226,0.010444,6.242505,-0.736845
2017-11,E1138,Ad1,2.16,101.4,5.698769,9.613661,15.068872,0.009456,18.849020,-0.558437
2017-11,E1139,Ad3l,2.06,94.0,5.571018,9.605380,14.943546,0.009940,18.689711,-0.003202
2017-11,E1140,Ad3a,2.08,95.0,5.610664,9.595886,14.957719,0.008743,18.896517,-0.489880
2017-11,E1141,ETH-3,2.19,98.3,5.126788,3.315089,8.240466,0.010064,6.436587,-0.073474
2017-11,E1142,Ad3l,2.12,97.3,5.547949,9.524420,14.842771,0.011849,18.542643,0.105435
2017-11,E1143,Ad1,2.11,102.5,5.650525,9.473320,14.885316,0.009395,18.513086,0.071301
2017-11,E1144,Ad3a,2.02,95.3,5.568498,9.474902,14.818521,0.009403,18.422440,-0.696601
2017-11,E1145,TES-2E,2.01,91.8,2.481038,3.774483,5.953746,0.009449,7.131687,-0.309112
2017-11,E1146,ETH-1,2.22,106.4,5.321332,2.737129,7.544867,0.009938,5.113964,-0.061172
2018-02,F147,ETH-2,2.20,96.8,-6.516240,-13.527178,-20.514080,0.009854,-27.028401,-0.547525
2018-02,F152,ETH-1,2.15,102.2,5.380301,2.868110,7.699517,0.009684,5.405582,-0.147286
2018-02,F159,ETH-3,2.06,97.7,5.035323,3.298211,8.102236,0.009434,6.285809,-0.132394
2018-02,F163,ETH-2,2.04,102.7,-6.586334,-13.468621,-20.541383,0.009965,-27.082385,0.266300
2018-02,F170,ETH-1,2.23,107.1,5.300020,2.746193,7.472128,0.009954,5.131079,0.195384
2018-02,F171,ETH-3,2.16,101.1,5.038604,3.168503,7.967874,0.009543,5.819200,-1.127091
2018-02,F175,ETH-2,2.00,98.0,-6.515570,-13.327635,-20.331003,0.009090,-26.774617,-0.109936
2018-02,F179,ETH-3,2.25,104.1,5.028589,3.159099,7.979078,0.009656,5.986734,-0.211053
2018-02,F190,ETH-3,2.25,101.5,5.148785,3.371533,8.296375,0.010037,6.475683,-0.833206
2018-02,F195,ETH-2,2.03,103.2,-6.509429,-13.492856,-20.492998,0.010155,-27.266230,-0.253022
2018-02,F196,TES-2E,2.03,85.6,2.578606,3.899248,6.129872,0.009412,7.511367,0.676827
2018-02,F200,TES-4H,2.26,104.5,3.216560,5.360996,8.263580,0.010437,10.396342,0.919844
2018-02,F201,TES-3E,2.05,90.4,2.734642,3.550348,5.959249,0.010335,6.715812,0.212573
2018-02,F204,TES-2E,2.03,90.1,2.573022,3.936234,6.159426,0.009884,7.552774,-0.911723
2018-02,F205,ETH-3,2.07,89.2,5.165250,3.404992,8.330219,0.010739,6.394761,-0.029523
2018-02,F206,TES-3E,2.06,85.4,2.651225,3.924075,6.249283,0.008416,7.542573,-0.083424
2018-02,F207,TES-13E,2.01,94.4,3.117307,3.761253,6.566904,0.010128,7.118610,-0.149244
2018-02,F208,ETH-2,2.07,98.7,-6.422876,-13.352621,-20.254306,0.009519,-26.889066,0.888375
2018-02,F209,TES-2H3H,1.97,87.3,2.756302,5.100849,7.534958,0.009439,9.798534,0.334673
2018-02,F210,BDV-3J,1.98,92.3,3.200833,4.109620,7.008923,0.008581,7.751178,-0.380967
2018-02,F211,ETH-3,2.12,98.8,5.082084,3.180804,8.028406,0.010033,5.834954,0.103076
2018-02,F212,TES-13H,2.07,95.5,3.107398,4.913899,7.696093,0.009253,9.586961,0.182882
2018-02,F213,TES-13H,1.99,91.0,3.104741,4.846266,7.592230,0.009889,9.216759,-0.622561
2018-02,F214,BDV-5J7J,2.03,95.8,3.520384,4.942198,8.163179,0.009998,9.430155,-0.082065
2018-02,F215,BDV-6J,1.99,94.9,3.094105,5.037739,7.800507,0.009277,9.546348,-0.325164
2018-02,F216,BDV-3J,2.02,94.0,3.199650,4.154743,7.051561,0.010693,7.443423,-0.125797
2018-02,F217,TES-13E,2.00,92.3,3.062937,3.599280,6.347283,0.011364,6.500625,0.923041
2018-02,F218,ETH-3,2.21,106.2,5.074172,3.132404,7.952180,0.010137,5.697656,0.261350
2018-02,F229,BDV-6J7J,2.21,109.5,3.079539,5.221870,8.000710,0.010037,9.989097,0.234796
2018-02,F230,TES-3E,2.10,93.6,2.769356,3.743237,6.188720,0.010477,7.193989,-0.319434
2018-02,F231,TES-2E,2.07,105.5,2.552702,3.983713,6.183126,0.009528,7.590343,-0.102213
2018-02,F232,ETH-3,2.31,110.9,5.121971,3.323573,8.208766,0.010439,6.123138,0.760595
2018-02,F233,TES-3E,2.17,89.0,2.738717,3.693724,6.117318,0.010012,6.972998,-0.141971
2018-02,F234,ETH-2,2.11,100.0,-6.437893,-13.412015,-20.342156,0.008231,-26.989581,-0.481842
2018-02,F235,ETH-1,2.02,96.8,5.367312,2.818406,7.586800,0.010053,5.045741,-0.225620
2018-02,F236,ETH-3,2.02,94.6,5.078296,3.210592,8.051249,0.009294,5.738190,0.514138